,country,purpose,favact,favplace1,favplace2,favplace3,sitem1,sitem2,sitem3,splace1,splace2,splace3,expense,sex,age,year
119,태국,"여가, 위락, 개별휴가",쇼핑,강남역,한옥마을 (남산),박물관 (기념관),식료품,,,명동,,,970.0,female,21-30,2014
121,태국,"여가, 위락, 개별휴가",고궁/ 역사 유적지 방문,동대문시장,춘천 (남이섬),남산/ N 서울타워,"향수, 화장품","음반, DVD",,동대문시장,명동,,3057.0,female,31-40,2014
123,태국,"여가, 위락, 개별휴가",쇼핑,신촌/ 홍대주변,동대문시장,명동,의류,"음반, DVD",,시내면세점,명동,,5363.0,female,21-30,2014
127,태국,"여가, 위락, 개별휴가",쇼핑,명동,고궁,춘천 (남이섬),의류,"향수, 화장품",,시내면세점,동대문시장,명동,0.0,female,21-30,2014
128,태국,쇼핑,자연경관 감상,춘천 (남이섬),박물관 (기념관),고궁,의류,"향수, 화장품",시계,한국내 공항면세점,동대문시장,명동,0.0,female,21-30,2014
130,태국,"뷰티, 건강 및 치료",쇼핑,춘천 (남이섬),명동,고궁,"향수, 화장품",,,시내면세점,동대문시장,명동,0.0,female,21-30,2014
131,태국,"여가, 위락, 개별휴가",쇼핑,고궁,춘천 (남이섬),,의류,"향수, 화장품",,한국내 공항면세점,백화점,동대문시장,909.0,female,21-30,2014
135,태국,쇼핑,쇼핑,명동,동대문시장,남산/ N 서울타워,의류,"향수, 화장품",,한국내 공항면세점,백화점,명동,1819.0,female,31-40,2014
137,태국,쇼핑,쇼핑,명동,고궁,춘천 (남이섬),의류,"향수, 화장품",식료품,한국내 공항면세점,백화점,명동,1909.0,female,21-30,2014
138,태국,"여가, 위락, 개별휴가","휴양, 휴식",남산/ N 서울타워,명동,춘천 (남이섬),"향수, 화장품","인삼, 한약재",식료품,한국내 공항면세점,시내면세점,명동,1385.0,female,31-40,2014
141,태국,"여가, 위락, 개별휴가",쇼핑,명동,남산/ N 서울타워,춘천 (남이섬),신발류,"음반, DVD","인형, 장남감, 게임기",백화점,동대문시장,명동,0.0,female,21-30,2014
143,태국,"여가, 위락, 개별휴가",식도락관광,명동,춘천 (남이섬),,김치,,,백화점,이태원시장,명동,0.0,female,21-30,2014
144,태국,"여가, 위락, 개별휴가",쇼핑,스키장 (지산/ 양지/ 베어스 타운),명동,춘천 (남이섬),"향수, 화장품",김치,식료품,백화점,명동,"할인점 (이마트, 홈플러스 등)",1818.0,female,21-30,2014
147,태국,사업 또는 전문 활동,쇼핑,고궁,남산/ N 서울타워,,"향수, 화장품","인삼, 한약재",김치,남대문시장,동대문시장,명동,1515.0,female,21-30,2014
149,태국,"여가, 위락, 개별휴가",고궁/ 역사 유적지 방문,남산/ N 서울타워,동대문시장,남대문시장,신발류,의류,"인삼, 한약재",남대문시장,동대문시장,명동,1606.0,female,21-30,2014
150,태국,"여가, 위락, 개별휴가",없다,춘천 (남이섬),남산/ N 서울타워,에버랜드/ 캐리비안베이,의류,"음반, DVD",,동대문시장,이태원시장,명동,3030.0,female,31-40,2014
153,태국,쇼핑,쇼핑,에버랜드/ 캐리비안베이,명동,고궁,의류,"향수, 화장품",김치,시내면세점,동대문시장,명동,1818.0,female,21-30,2014
155,태국,"여가, 위락, 개별휴가",쇼핑,명동,에버랜드/ 캐리비안베이,춘천 (남이섬),"향수, 화장품","인삼, 한약재",식료품,한국내 공항면세점,동대문시장,명동,1212.0,female,21-30,2014
156,태국,"여가, 위락, 개별휴가",쇼핑,동대문시장,남산/ N 서울타워,춘천 (남이섬),의류,"향수, 화장품",식료품,한국내 공항면세점,시내면세점,명동,758.0,female,21-30,2014
157,태국,"여가, 위락, 개별휴가",쇼핑,고궁,명동,춘천 (남이섬),의류,"향수, 화장품",식료품,시내면세점,동대문시장,명동,1667.0,female,31-40,2014
158,태국,"여가, 위락, 개별휴가",쇼핑,남산/ N 서울타워,명동,에버랜드/ 캐리비안베이,"향수, 화장품",보석/ 악세서리,"인삼, 한약재",한국내 공항면세점,남대문시장,명동,1667.0,female,31-40,2014
161,태국,"여가, 위락, 개별휴가","휴양, 휴식",고궁,남산/ N 서울타워,명동,의류,"향수, 화장품",식료품,시내면세점,동대문시장,명동,1197.0,female,21-30,2014
168,태국,"여가, 위락, 개별휴가",쇼핑,스키장 (용평 리조트/ 피닉스 파크/ 비발디 파크),고궁,명동,의류,"향수, 화장품",김치,남대문시장,명동,"할인점 (이마트, 홈플러스 등)",,female,21-30,2014
170,태국,"여가, 위락, 개별휴가",뷰티관광,남산/ N 서울타워,에버랜드/ 캐리비안베이,춘천 (남이섬),의류,"향수, 화장품",,남대문시장,명동,,865.0,female,31-40,2014
172,태국,"여가, 위락, 개별휴가",쇼핑,동대문시장,명동,박물관 (기념관),"향수, 화장품",식료품,,한국내 공항면세점,동대문시장,명동,989.0,female,31-40,2014
175,태국,"여가, 위락, 개별휴가",시티투어 버스 이용,명동,남대문시장,임진각 평화누리/ 제3땅굴/ 오두산통일전망대 /판문점,의류,"인삼, 한약재",김치,남대문시장,명동,인사동,1236.0,female,31-40,2014
176,태국,"여가, 위락, 개별휴가",식도락관광,명동,남대문시장,인사동,의류,"향수, 화장품",김치,동대문시장,명동,인사동,927.0,female,31-40,2014
177,태국,"친구, 친지 방문",자연경관 감상,전주 (한옥마을),남대문시장,용궁사/ 기장,의류,"향수, 화장품",보석/ 악세서리,남대문시장,명동,"할인점 (이마트, 홈플러스 등)",984.0,female,31-40,2014
178,태국,"여가, 위락, 개별휴가",고궁/ 역사 유적지 방문,에버랜드/ 캐리비안베이,명동,,"향수, 화장품","인삼, 한약재","인형, 장남감, 게임기",시내면세점,명동,"할인점 (이마트, 홈플러스 등)",2021.0,female,21-30,2014
187,태국,"여가, 위락, 개별휴가",쇼핑,에버랜드/ 캐리비안베이,명동,동대문시장,의류,"향수, 화장품",식료품,한국내 공항면세점,동대문시장,명동,1236.0,female,21-30,2014
188,태국,쇼핑,쇼핑,명동,에버랜드/ 캐리비안베이,남산/ N 서울타워,의류,"향수, 화장품",식료품,동대문시장,명동,,1545.0,female,21-30,2014
190,태국,"여가, 위락, 개별휴가",쇼핑,명동,춘천 (남이섬),에버랜드/ 캐리비안베이,의류,"향수, 화장품",식료품,한국내 공항면세점,명동,,2163.0,female,21-30,2014
191,태국,"친구, 친지 방문",쇼핑,가로수길,동대문시장,에버랜드/ 캐리비안베이,의류,"향수, 화장품",식료품,백화점,동대문시장,명동,1545.0,female,21-30,2014
194,태국,"여가, 위락, 개별휴가",쇼핑,에버랜드/ 캐리비안베이,명동,춘천 (남이섬),"향수, 화장품",김치,,한국내 공항면세점,백화점,명동,2009.0,female,31-40,2014
196,태국,"여가, 위락, 개별휴가",고궁/ 역사 유적지 방문,에버랜드/ 캐리비안베이,춘천 (남이섬),명동,"향수, 화장품","인삼, 한약재",김치,한국내 공항면세점,동대문시장,명동,1545.0,female,31-40,2014
197,태국,"여가, 위락, 개별휴가",고궁/ 역사 유적지 방문,남산/ N 서울타워,춘천 (남이섬),명동,"향수, 화장품",,,시내면세점,동대문시장,명동,525.0,female,31-40,2014
198,태국,"여가, 위락, 개별휴가",쇼핑,동대문시장,춘천 (남이섬),남산/ N 서울타워,피혁제품,"향수, 화장품",,명동,,,834.0,female,21-30,2014
199,태국,"여가, 위락, 개별휴가",쇼핑,고궁,춘천 (남이섬),남산/ N 서울타워,"향수, 화장품",김치,식료품,백화점,명동,,0.0,female,21-30,2014
200,태국,쇼핑,쇼핑,남산/ N 서울타워,춘천 (남이섬),명동,피혁제품,의류,"향수, 화장품",동대문시장,명동,,927.0,female,31-40,2014
201,태국,"여가, 위락, 개별휴가",쇼핑,고궁,춘천 (남이섬),남산/ N 서울타워,"향수, 화장품",김치,식료품,한국내 공항면세점,백화점,명동,618.0,female,21-30,2014
202,태국,"여가, 위락, 개별휴가",쇼핑,고궁,남산/ N 서울타워,에버랜드/ 캐리비안베이,신발류,"향수, 화장품",시계,한국내 공항면세점,동대문시장,명동,834.0,female,31-40,2014
204,태국,"여가, 위락, 개별휴가",전통문화체험,동대문시장,남산/ N 서울타워,에버랜드/ 캐리비안베이,"향수, 화장품","인삼, 한약재","음반, DVD",한국내 공항면세점,명동,,1237.0,female,31-40,2014
206,태국,쇼핑,쇼핑,에버랜드/ 캐리비안베이,명동,춘천 (남이섬),피혁제품,의류,"향수, 화장품",동대문시장,명동,,1854.0,female,21-30,2014
210,태국,쇼핑,뷰티관광,춘천 (남이섬),명동,에버랜드/ 캐리비안베이,피혁제품,의류,"향수, 화장품",한국내 공항면세점,명동,,0.0,female,31-40,2014
214,태국,쇼핑,테마파크,고궁,동대문시장,에버랜드/ 캐리비안베이,"향수, 화장품",식료품,담배,한국내 공항면세점,백화점,동대문시장,834.0,female,31-40,2014
215,태국,"여가, 위락, 개별휴가",쇼핑,고궁,춘천 (남이섬),명동,의류,"향수, 화장품","인삼, 한약재",남대문시장,동대문시장,명동,680.0,female,21-30,2014
218,태국,쇼핑,쇼핑,고궁,에버랜드/ 캐리비안베이,춘천 (남이섬),신발류,"향수, 화장품",보석/ 악세서리,인사동,,,1391.0,female,31-40,2014
222,태국,"여가, 위락, 개별휴가",카지노,이태원,남대문시장,청계천/ 광화문광장,신발류,"향수, 화장품",스타관련상품,동대문시장,이태원시장,명동,309.0,female,21-30,2014
225,태국,"여가, 위락, 개별휴가",식도락관광,명동,인사동,잠실 (롯데월드),의류,"향수, 화장품",,명동,,,1144.0,female,31-40,2014
226,태국,사업 또는 전문 활동,쇼핑,코엑스,인사동,남대문시장,신발류,의류,"향수, 화장품",동대문시장,명동,,330.0,female,21-30,2014
232,태국,교육,"연수, 교육, 연구",동대문시장,신촌/ 홍대주변,잠실 (롯데월드),신발류,의류,,소규모상점,기타,,3257.0,female,21-30,2014
234,태국,"여가, 위락, 개별휴가","온천, 스파",이태원,평창 (알펜시아),잠실 (롯데월드),신발류,"향수, 화장품",시계,백화점,명동,"할인점 (이마트, 홈플러스 등)",1622.0,female,21-30,2014
235,태국,"여가, 위락, 개별휴가",쇼핑,인사동,잠실 (롯데월드),에버랜드/ 캐리비안베이,신발류,"향수, 화장품","인삼, 한약재",한국내 공항면세점,백화점,인사동,1360.0,female,21-30,2014
237,태국,"여가, 위락, 개별휴가",자연경관 감상,고궁,동대문시장,춘천 (남이섬),신발류,"향수, 화장품","인삼, 한약재",시내면세점,동대문시장,명동,553.0,female,21-30,2014
238,태국,쇼핑,테마파크,에버랜드/ 캐리비안베이,남산/ N 서울타워,춘천 (남이섬),"향수, 화장품",식료품,,동대문시장,명동,,772.0,female,21-30,2014
239,태국,"여가, 위락, 개별휴가",쇼핑,춘천 (남이섬),동대문시장,에버랜드/ 캐리비안베이,"향수, 화장품","인삼, 한약재",식료품,동대문시장,명동,,618.0,female,21-30,2014
241,태국,쇼핑,쇼핑,에버랜드/ 캐리비안베이,동대문시장,남산/ N 서울타워,신발류,"향수, 화장품",,명동,,,772.0,female,21-30,2014
243,태국,쇼핑,쇼핑,에버랜드/ 캐리비안베이,명동,춘천 (남이섬),의류,"향수, 화장품",식료품,동대문시장,명동,,587.0,female,21-30,2014
246,태국,쇼핑,쇼핑,에버랜드/ 캐리비안베이,명동,춘천 (남이섬),의류,"향수, 화장품",,동대문시장,명동,,773.0,female,21-30,2014
247,태국,쇼핑,쇼핑,남산/ N 서울타워,에버랜드/ 캐리비안베이,명동,식료품,,,명동,,,556.0,female,31-40,2014
250,태국,쇼핑,쇼핑,명동,에버랜드/ 캐리비안베이,동대문시장,의류,"향수, 화장품",,명동,,,0.0,female,21-30,2014
254,태국,쇼핑,쇼핑,남대문시장,고궁,남산/ N 서울타워,"향수, 화장품",,,명동,,,927.0,female,21-30,2014
255,태국,"여가, 위락, 개별휴가",고궁/ 역사 유적지 방문,에버랜드/ 캐리비안베이,명동,파주 쇼핑아울렛,"향수, 화장품",김치,,명동,,,726.0,female,21-30,2014
256,태국,"여가, 위락, 개별휴가",테마파크,파주 쇼핑아울렛,명동,에버랜드/ 캐리비안베이,의류,"향수, 화장품",,명동,,,927.0,female,21-30,2014
257,태국,"여가, 위락, 개별휴가",쇼핑,기타,에버랜드/ 캐리비안베이,명동,신발류,"향수, 화장품",식료품,명동,소규모상점,,1082.0,female,21-30,2014
261,태국,"여가, 위락, 개별휴가",전통문화체험,명동,춘천 (남이섬),남산/ N 서울타워,"향수, 화장품",보석/ 악세서리,"인삼, 한약재",시내면세점,동대문시장,명동,0.0,female,21-30,2014
262,태국,"여가, 위락, 개별휴가",쇼핑,춘천 (남이섬),명동,파주 쇼핑아울렛,"향수, 화장품","인삼, 한약재",김치,동대문시장,명동,,0.0,female,21-30,2014
263,태국,"여가, 위락, 개별휴가",자연경관 감상,고궁,박물관 (기념관),명동,신발류,의류,식료품,남대문시장,동대문시장,명동,618.0,female,21-30,2014
264,태국,"여가, 위락, 개별휴가",고궁/ 역사 유적지 방문,고궁,동대문시장,남산/ N 서울타워,의류,식료품,"전통민예품,  칠기,  목각제품",동대문시장,명동,소규모상점,649.0,female,21-30,2014
267,태국,"여가, 위락, 개별휴가",자연경관 감상,고궁,에버랜드/ 캐리비안베이,명동,의류,"전자, 전기제품","자기, 도자기",백화점,명동,소규모상점,556.0,female,31-40,2014
269,태국,"여가, 위락, 개별휴가",자연경관 감상,고궁,춘천 (남이섬),남산/ N 서울타워,피혁제품,보석/ 악세서리,,한국내 공항면세점,백화점,,618.0,female,21-30,2014
271,태국,"여가, 위락, 개별휴가",자연경관 감상,동대문시장,춘천 (남이섬),고궁,의류,보석/ 악세서리,식료품,백화점,명동,소규모상점,742.0,female,31-40,2014
272,태국,쇼핑,식도락관광,이태원,코엑스,남산/ N 서울타워,신발류,"인삼, 한약재",김치,백화점,동대문시장,명동,618.0,female,21-30,2014
275,태국,교육,유흥/ 오락,남산/ N 서울타워,에버랜드/ 캐리비안베이,동대문시장,"향수, 화장품",주류,,동대문시장,명동,,618.0,female,21-30,2014
282,태국,교육,"연수, 교육, 연구",기타,명동,잠실 (롯데월드),신발류,의류,"음반, DVD",백화점,명동,소규모상점,650.0,female,21-30,2014
283,태국,"여가, 위락, 개별휴가",쇼핑,명동,동대문시장,남산/ N 서울타워,신발류,의류,"향수, 화장품",한국내 공항면세점,백화점,명동,560.0,female,21-30,2014
287,태국,"여가, 위락, 개별휴가",쇼핑,고궁,남산/ N 서울타워,잠실 (롯데월드),의류,"향수, 화장품",식료품,백화점,남대문시장,명동,1700.0,female,21-30,2014
291,태국,"여가, 위락, 개별휴가",쇼핑,수원화성/ 화성행궁,명동,박물관 (기념관),의류,"향수, 화장품","인삼, 한약재",한국내 공항면세점,백화점,명동,943.0,female,21-30,2014
293,태국,"여가, 위락, 개별휴가",쇼핑,잠실 (롯데월드),남대문시장,춘천 (남이섬),의류,"음반, DVD",,시내면세점,남대문시장,동대문시장,1233.0,female,21-30,2014
294,태국,"여가, 위락, 개별휴가",식도락관광,에버랜드/ 캐리비안베이,동대문시장,,의류,"향수, 화장품",식료품,남대문시장,이태원시장,명동,928.0,female,21-30,2014
296,태국,"여가, 위락, 개별휴가",쇼핑,남대문시장,잠실 (롯데월드),남산/ N 서울타워,신발류,의류,"향수, 화장품",남대문시장,명동,,722.0,female,21-30,2014
297,태국,"여가, 위락, 개별휴가",식도락관광,강남역,북촌/ 삼청동,춘천 (남이섬),의류,주류,,백화점,명동,,1143.0,female,21-30,2014
298,태국,쇼핑,"휴양, 휴식",신촌/ 홍대주변,남산/ N 서울타워,서울랜드/ 서울대공원,"향수, 화장품","음반, DVD",스타관련상품,한국내 공항면세점,명동,"할인점 (이마트, 홈플러스 등)",600.0,female,21-30,2014
302,태국,"여가, 위락, 개별휴가","공연, 민속행사, 축제참가 및 관람",동대문시장,에버랜드/ 캐리비안베이,춘천 (남이섬),의류,"향수, 화장품",김치,한국내 공항면세점,백화점,동대문시장,772.0,female,31-40,2014
303,태국,"여가, 위락, 개별휴가",쇼핑,동대문시장,스키장 (용평 리조트/ 피닉스 파크/ 비발디 파크),남산/ N 서울타워,피혁제품,의류,시계,한국내 공항면세점,백화점,남대문시장,772.0,female,21-30,2014
305,태국,쇼핑,쇼핑,명동,동대문시장,신촌/ 홍대주변,"향수, 화장품",,,시내면세점,동대문시장,명동,618.0,female,31-40,2014
307,태국,"여가, 위락, 개별휴가",쇼핑,춘천 (남이섬),명동,고궁,피혁제품,시계,식료품,백화점,동대문시장,소규모상점,1544.0,female,21-30,2014
310,태국,쇼핑,쇼핑,고궁,인사동,명동,의류,시계,주류,백화점,소규모상점,"할인점 (이마트, 홈플러스 등)",1236.0,female,21-30,2014
312,태국,쇼핑,쇼핑,명동,,,의류,"향수, 화장품",식료품,명동,,,1236.0,female,31-40,2014
315,태국,"여가, 위락, 개별휴가",식도락관광,한옥마을 (남산),인사동,고궁,신발류,의류,김치,백화점,명동,기타,279.0,female,31-40,2014
316,태국,"여가, 위락, 개별휴가",쇼핑,고궁,남산/ N 서울타워,동대문시장,피혁제품,의류,식료품,백화점,남대문시장,동대문시장,618.0,female,31-40,2014
