"","country","purpose","favact","favplace1","favplace2","favplace3","sitem1","sitem2","sitem3","splace1","splace2","splace3","expense","sex","age","year"
"26","태국","쇼핑","쇼핑","고궁","코엑스","동대문시장","신발류","의류",NA,"백화점","동대문시장",NA,836,"여자","41~50세",2014
"27","태국","여가, 위락, 개별휴가","테마파크","명동","에버랜드/ 캐리비안베이","신촌/ 홍대주변","향수, 화장품","음반, DVD",NA,"백화점","명동","소규모상점",742,"여자","21~30세",2014
"28","태국","여가, 위락, 개별휴가","휴양, 휴식","박물관 (기념관)","동대문시장","명동","신발류","의류","전통민예품,  칠기,  목각제품","백화점","명동","소규모상점",2128,"남자","31~40세",2014
"29","태국","여가, 위락, 개별휴가","박물관, 전시관 방문","고궁","강남역","한옥마을 (남산)","의류","향수, 화장품","인삼, 한약재","시내면세점","명동","소규모상점",4256,"여자","31~40세",2014
"30","태국","여가, 위락, 개별휴가","자연경관 감상","고궁","남산/ N 서울타워","명동","인삼, 한약재","스타관련상품",NA,"시내면세점","명동",NA,1885,"여자","31~40세",2014
"31","태국","여가, 위락, 개별휴가","자연경관 감상","남산/ N 서울타워","한옥마을 (남산)","고궁","향수, 화장품","김치","주류","남대문시장","동대문시장","명동",1216,"여자","21~30세",2014
"32","태국","여가, 위락, 개별휴가","스포츠활동","고궁","스키장 (지산/ 양지/ 베어스 타운)","명동","의류","향수, 화장품","김치","동대문시장","명동",NA,2174,"남자","21~30세",2014
"33","태국","여가, 위락, 개별휴가","스포츠활동","스키장 (지산/ 양지/ 베어스 타운)","에버랜드/ 캐리비안베이","명동","향수, 화장품","보석/ 악세서리","김치","시내면세점","동대문시장","명동",8208,"여자","31~40세",2014
"34","태국","여가, 위락, 개별휴가","시티투어 버스 이용","명동","동대문시장","인사동","피혁제품","신발류","향수, 화장품","백화점","동대문시장","명동",2128,"여자","31~40세",2014
"35","태국","여가, 위락, 개별휴가","박물관, 전시관 방문","남산/ N 서울타워","명동","동대문시장","의류","향수, 화장품","보석/ 악세서리","시내면세점","동대문시장","명동",6351,"여자","31~40세",2014
"36","태국","여가, 위락, 개별휴가","테마파크","명동","강남역","춘천 (남이섬)","향수, 화장품","인삼, 한약재","인형, 장남감, 게임기","동대문시장","명동","소규모상점",1426,"여자","21~30세",2014
"37","태국","여가, 위락, 개별휴가","유흥/ 오락","명동","동대문시장","잠실 (롯데월드)","의류","향수, 화장품","인삼, 한약재","백화점","동대문시장","명동",1262,"여자","21~30세",2014
"38","태국","쇼핑","자연경관 감상","남대문시장","남산/ N 서울타워","잠실 (롯데월드)","보석/ 악세서리","김치","식료품","시내면세점","백화점","명동",228,"여자","41~50세",2014
"39","태국","여가, 위락, 개별휴가","스포츠활동","동대문시장","부천 (웅진 플레이 도시)","이태원","향수, 화장품","보석/ 악세서리","시계","남대문시장","이태원시장","명동",1277,"여자","21~30세",2014
"40","태국","여가, 위락, 개별휴가","없다","성산일출봉","제주올레길","명동","신발류","향수, 화장품",NA,"동대문시장",NA,NA,1976,"남자","21~30세",2014
"41","태국","여가, 위락, 개별휴가","고궁/ 역사 유적지 방문","이태원","한옥마을 (남산)","남산/ N 서울타워","의류","향수, 화장품",NA,"백화점","동대문시장","기타",5776,"남자","41~50세",2014
"42","태국","여가, 위락, 개별휴가","박물관, 전시관 방문","동대문시장","명동","고궁","향수, 화장품","시계",NA,"시내면세점","동대문시장","명동",1976,"남자","41~50세",2014
"43","태국","여가, 위락, 개별휴가","시티투어 버스 이용","한옥마을 (남산)","동대문시장","박물관 (기념관)","향수, 화장품","시계","김치","한국내 공항면세점","백화점","동대문시장",2493,"남자","31~40세",2014
"44","태국","쇼핑","고궁/ 역사 유적지 방문","고궁","명동","인사동","신발류","향수, 화장품","시계","백화점","명동",NA,1459,"여자","15~20세",2014
"45","태국","여가, 위락, 개별휴가","쇼핑","고궁","명동","남산/ N 서울타워","향수, 화장품","인삼, 한약재","식료품","한국내 공항면세점","시내면세점","명동",3040,"여자","21~30세",2014
"46","태국","여가, 위락, 개별휴가","고궁/ 역사 유적지 방문","고궁","이태원","박물관 (기념관)","신발류","의류","향수, 화장품","시내면세점","동대문시장","이태원시장",425,"여자","21~30세",2014
"47","태국","여가, 위락, 개별휴가","쇼핑","명동","인사동","가로수길","향수, 화장품","인삼, 한약재","김치","남대문시장","동대문시장",NA,1353,"여자","31~40세",2014
"48","태국","여가, 위락, 개별휴가","쇼핑","인사동","명동","남대문시장","의류","보석/ 악세서리","인삼, 한약재","남대문시장","동대문시장","이태원시장",6536,"여자","31~40세",2014
"49","태국","여가, 위락, 개별휴가","스포츠활동","고궁","인사동","명동","신발류","의류","향수, 화장품","한국내 공항면세점","동대문시장","명동",1793,"여자","21~30세",2014
"50","태국","여가, 위락, 개별휴가","쇼핑","고궁","남산/ N 서울타워","명동","의류","보석/ 악세서리","전통민예품,  칠기,  목각제품","한국내 공항면세점","동대문시장",NA,NA,"여자","21~30세",2014
"51","태국","여가, 위락, 개별휴가","쇼핑","고궁","남산/ N 서울타워","인사동","의류","향수, 화장품","보석/ 악세서리","한국내 공항면세점","동대문시장","명동",1307,"여자","21~30세",2014
"52","태국","여가, 위락, 개별휴가","쇼핑","고궁","명동","남산/ N 서울타워","향수, 화장품","음반, DVD",NA,"백화점","동대문시장","명동",1149,"여자","31~40세",2014
"53","태국","여가, 위락, 개별휴가","테마파크","고궁","남산/ N 서울타워","박물관 (기념관)","의류","향수, 화장품",NA,"동대문시장","이태원시장","명동",1696,"여자","31~40세",2014
"54","태국","여가, 위락, 개별휴가","쇼핑","고궁","남산/ N 서울타워","동대문시장","피혁제품","의류","보석/ 악세서리","한국내 공항면세점","동대문시장",NA,881,"여자","21~30세",2014
"55","태국","여가, 위락, 개별휴가","쇼핑","고궁","남산/ N 서울타워","명동","의류","식료품",NA,"명동","할인점 (이마트, 홈플러스 등)",NA,881,"남자","21~30세",2014
"56","태국","여가, 위락, 개별휴가","전통문화체험","남대문시장","강남역","동대문시장","신발류","향수, 화장품",NA,"남대문시장","소규모상점",NA,1000,"남자","31~40세",2014
"57","태국","여가, 위락, 개별휴가","휴양, 휴식","명동","강남역","이태원","김치","식료품",NA,"동대문시장","이태원시장",NA,1399,"남자","21~30세",2014
"58","태국","여가, 위락, 개별휴가","쇼핑","고궁","동대문시장","명동","의류","향수, 화장품","전자, 전기제품","시내면세점","남대문시장","명동",1064,"남자","31~40세",2014
"59","태국","쇼핑","쇼핑","남산/ N 서울타워","고궁","동대문시장","의류","향수, 화장품","주류","백화점","명동","소규모상점",912,"여자","21~30세",2014
"60","태국","쇼핑","쇼핑","남대문시장","춘천 (남이섬)","이태원","피혁제품","실크, 섬유류","신발류","백화점","동대문시장","이태원시장",2121,"여자","31~40세",2014
"61","태국","쇼핑","쇼핑","스키장 (용평 리조트/ 피닉스 파크/ 비발디 파크)","춘천 (남이섬)","고궁","향수, 화장품","인삼, 한약재","김치","시내면세점","남대문시장","동대문시장",1515,"남자","41~50세",2014
"62","태국","여가, 위락, 개별휴가","박물관, 전시관 방문","남대문시장",NA,NA,"김치","식료품","주류","남대문시장","할인점 (이마트, 홈플러스 등)",NA,723,"여자","41~50세",2014
"63","태국","여가, 위락, 개별휴가","쇼핑","춘천 (남이섬)","강남역","잠실 (롯데월드)","신발류","의류","향수, 화장품","동대문시장","명동",NA,2271,"남자","21~30세",2014
"64","태국","쇼핑","쇼핑","명동","남산/ N 서울타워","동대문시장","의류","향수, 화장품","식료품","남대문시장","동대문시장","명동",1819,"여자","21~30세",2014
"65","태국","사업 또는 전문 활동","시티투어 버스 이용","명동","강남역","남대문시장","신발류","의류","향수, 화장품","한국내 공항면세점","백화점","명동",1061,"여자","21~30세",2014
"66","태국","여가, 위락, 개별휴가","시티투어 버스 이용","남산/ N 서울타워","동대문시장","고궁","신발류","의류",NA,"남대문시장","명동",NA,2879,"여자","21~30세",2014
"67","태국","친구, 친지 방문","박물관, 전시관 방문","한옥마을 (남산)","남산/ N 서울타워","명동","향수, 화장품",NA,NA,"백화점","명동",NA,443,"여자","21~30세",2014
"68","태국","친구, 친지 방문","시티투어 버스 이용","동대문시장","청계천/ 광화문광장","신촌/ 홍대주변","신발류","의류","향수, 화장품","동대문시장","명동","할인점 (이마트, 홈플러스 등)",242,"여자","21~30세",2014
"69","태국","여가, 위락, 개별휴가","쇼핑","명동","박물관 (기념관)","이태원","의류","시계","인삼, 한약재","시내면세점","동대문시장","명동",1661,"남자","41~50세",2014
"70","태국","여가, 위락, 개별휴가","쇼핑","명동","동대문시장",NA,"의류","향수, 화장품","보석/ 악세서리","한국내 공항면세점","백화점","할인점 (이마트, 홈플러스 등)",1388,"여자","41~50세",2014
"71","태국","여가, 위락, 개별휴가","쇼핑","명동","잠실 (롯데월드)","송도","향수, 화장품","인삼, 한약재",NA,"동대문시장","명동",NA,2030,"여자","31~40세",2014
"72","태국","여가, 위락, 개별휴가","쇼핑","스키장 (지산/ 양지/ 베어스 타운)","명동","동대문시장","향수, 화장품","식료품","주류","백화점","동대문시장","명동",1134,"남자","21~30세",2014
"73","태국","여가, 위락, 개별휴가","자연경관 감상","명동","남산/ N 서울타워","청계천/ 광화문광장","의류","향수, 화장품","식료품","한국내 공항면세점","명동","소규모상점",303,"여자","31~40세",2014
"74","태국","여가, 위락, 개별휴가","휴양, 휴식","명동","남산/ N 서울타워","설악산","향수, 화장품","인삼, 한약재","식료품","동대문시장","인사동","소규모상점",758,"여자","21~30세",2014
"75","태국","여가, 위락, 개별휴가","쇼핑","남산/ N 서울타워",NA,NA,"의류","향수, 화장품","인삼, 한약재","한국내 공항면세점","시내면세점","명동",910,"여자","21~30세",2014
"76","태국","여가, 위락, 개별휴가","쇼핑","명동","남산/ N 서울타워","동대문시장","의류","향수, 화장품","식료품","시내면세점","이태원시장","명동",606,"여자","21~30세",2014
"77","태국","여가, 위락, 개별휴가","자연경관 감상","남산/ N 서울타워","춘천 (남이섬)","스키장 (용평 리조트/ 피닉스 파크/ 비발디 파크)","향수, 화장품","시계","인삼, 한약재","한국내 공항면세점","명동",NA,758,"여자","41~50세",2014
"78","태국","여가, 위락, 개별휴가","휴양, 휴식","명동","남산/ N 서울타워","고궁","의류","인삼, 한약재","식료품","백화점","명동","소규모상점",1212,"남자","31~40세",2014
"79","태국","쇼핑","쇼핑","명동","인사동","동대문시장","의류","향수, 화장품","식료품","시내면세점","동대문시장","명동",758,"여자","21~30세",2014
"80","태국","여가, 위락, 개별휴가","쇼핑","스키장 (용평 리조트/ 피닉스 파크/ 비발디 파크)","에버랜드/ 캐리비안베이","고궁","피혁제품","신발류","의류","한국내 공항면세점","동대문시장","명동",2715,"여자","31~40세",2014
"81","태국","여가, 위락, 개별휴가","스포츠활동","명동","스키장 (용평 리조트/ 피닉스 파크/ 비발디 파크)","춘천 (남이섬)","신발류","의류","향수, 화장품","한국내 공항면세점","동대문시장","명동",1333,"남자","21~30세",2014
"82","태국","여가, 위락, 개별휴가","쇼핑","동대문시장","고궁","남산/ N 서울타워","향수, 화장품","시계","음반, DVD","백화점","동대문시장","명동",1810,"여자","21~30세",2014
"83","태국","여가, 위락, 개별휴가","쇼핑","동대문시장","명동","인사동","의류","보석/ 악세서리","인삼, 한약재","남대문시장","동대문시장","명동",909,"여자","41~50세",2014
"84","태국","여가, 위락, 개별휴가","고궁/ 역사 유적지 방문","춘천 (남이섬)",NA,NA,"의류","향수, 화장품","인삼, 한약재","한국내 공항면세점","동대문시장","명동",758,"여자","모름/무응답",2014
"85","태국","여가, 위락, 개별휴가","자연경관 감상","춘천 (남이섬)","고궁","한옥마을 (남산)","주류",NA,NA,"소규모상점",NA,NA,818,"남자","41~50세",2014
"86","태국","여가, 위락, 개별휴가","쇼핑","춘천 (남이섬)","고궁","동대문시장","의류","향수, 화장품","김치","한국내 공항면세점","시내면세점","동대문시장",758,"여자","31~40세",2014
"87","태국","여가, 위락, 개별휴가","쇼핑","스키장 (용평 리조트/ 피닉스 파크/ 비발디 파크)","고궁","명동","의류","향수, 화장품",NA,"명동",NA,NA,0,"여자","31~40세",2014
"88","태국","여가, 위락, 개별휴가","자연경관 감상","인사동","춘천 (남이섬)","명동","의류","향수, 화장품","담배","한국내 공항면세점","명동",NA,758,"남자","21~30세",2014
"89","태국","여가, 위락, 개별휴가","쇼핑","명동","춘천 (남이섬)","동대문시장","향수, 화장품","인형, 장남감, 게임기","전통민예품,  칠기,  목각제품","한국내 공항면세점","백화점","남대문시장",758,"여자","21~30세",2014
"90","태국","사업 또는 전문 활동","고궁/ 역사 유적지 방문","고궁","박물관 (기념관)","명동","김치","식료품","스타관련상품","동대문시장","명동","할인점 (이마트, 홈플러스 등)",909,"남자","31~40세",2014
"91","태국","사업 또는 전문 활동","고궁/ 역사 유적지 방문","명동","스키장 (용평 리조트/ 피닉스 파크/ 비발디 파크)","춘천 (남이섬)","의류","향수, 화장품",NA,"시내면세점","동대문시장","명동",0,"남자","51~60세",2014
"92","태국","여가, 위락, 개별휴가","쇼핑","명동","남산/ N 서울타워","춘천 (남이섬)","의류","향수, 화장품",NA,"명동",NA,NA,788,"여자","21~30세",2014
"93","태국","여가, 위락, 개별휴가","쇼핑","명동","춘천 (남이섬)","스키장 (용평 리조트/ 피닉스 파크/ 비발디 파크)","의류","향수, 화장품","김치","시내면세점","명동","소규모상점",757,"여자","31~40세",2014
"94","태국","여가, 위락, 개별휴가","자연경관 감상","고궁","명동","남대문시장","의류","향수, 화장품","주류","한국내 공항면세점","동대문시장","명동",453,"남자","모름/무응답",2014
"95","태국","여가, 위락, 개별휴가","자연경관 감상","춘천 (남이섬)","동대문시장","고궁","의류","향수, 화장품",NA,"한국내 공항면세점","명동",NA,788,"여자","31~40세",2014
"96","태국","여가, 위락, 개별휴가","테마파크","명동","에버랜드/ 캐리비안베이","춘천 (남이섬)","향수, 화장품","주류","담배","한국내 공항면세점","동대문시장","명동",909,"남자","31~40세",2014
"97","태국","여가, 위락, 개별휴가","쇼핑","명동","춘천 (남이섬)","스키장 (용평 리조트/ 피닉스 파크/ 비발디 파크)","향수, 화장품","인삼, 한약재","김치","한국내 공항면세점","동대문시장","명동",909,"여자","31~40세",2014
"98","태국","여가, 위락, 개별휴가","스포츠활동","에버랜드/ 캐리비안베이","명동","남산/ N 서울타워","향수, 화장품",NA,NA,"한국내 공항면세점","동대문시장","명동",0,"여자","21~30세",2014
"99","태국","여가, 위락, 개별휴가","휴양, 휴식","명동","에버랜드/ 캐리비안베이","춘천 (남이섬)","신발류","향수, 화장품","인삼, 한약재","동대문시장","명동",NA,1811,"여자","21~30세",2014
"100","태국","종교 및 순례","자연경관 감상","춘천 (남이섬)","스키장 (용평 리조트/ 피닉스 파크/ 비발디 파크)","에버랜드/ 캐리비안베이","피혁제품","신발류",NA,"명동",NA,NA,909,"남자","21~30세",2014
"101","태국","여가, 위락, 개별휴가","자연경관 감상","스키장 (용평 리조트/ 피닉스 파크/ 비발디 파크)","명동","고궁","의류","향수, 화장품","인삼, 한약재","시내면세점","동대문시장","명동",818,"남자","21~30세",2014
"102","태국","여가, 위락, 개별휴가","식도락관광","춘천 (남이섬)","고궁","명동","의류","향수, 화장품","김치","시내면세점","백화점","명동",909,"남자","21~30세",2014
"103","태국","여가, 위락, 개별휴가","쇼핑","남산/ N 서울타워","에버랜드/ 캐리비안베이","춘천 (남이섬)","신발류","의류","인삼, 한약재","한국내 공항면세점","백화점","동대문시장",0,"여자","15~20세",2014
"104","태국","사업 또는 전문 활동","쇼핑","스키장 (용평 리조트/ 피닉스 파크/ 비발디 파크)","청계천/ 광화문광장","남산/ N 서울타워","향수, 화장품","식료품","인형, 장남감, 게임기","시내면세점","백화점","명동",2262,"남자","15~20세",2014
"105","태국","여가, 위락, 개별휴가","자연경관 감상","명동","스키장 (지산/ 양지/ 베어스 타운)","청계천/ 광화문광장","향수, 화장품",NA,NA,"한국내 공항면세점","백화점","동대문시장",1212,"여자","41~50세",2014
"106","태국","쇼핑","쇼핑","춘천 (남이섬)","스키장 (용평 리조트/ 피닉스 파크/ 비발디 파크)","명동","신발류","식료품","주류","시내면세점","동대문시장","명동",1137,"남자","21~30세",2014
"107","태국","여가, 위락, 개별휴가","쇼핑","에버랜드/ 캐리비안베이","명동","춘천 (남이섬)","피혁제품","신발류","향수, 화장품","한국내 공항면세점","시내면세점","명동",0,"여자","31~40세",2014
"108","태국","여가, 위락, 개별휴가","쇼핑","명동","춘천 (남이섬)","고궁","피혁제품","신발류","향수, 화장품","한국내 공항면세점","백화점","명동",1516,"여자","21~30세",2014
"109","태국","쇼핑","쇼핑","명동","에버랜드/ 캐리비안베이","춘천 (남이섬)","의류","향수, 화장품","주류","한국내 공항면세점","백화점","명동",1818,"남자","31~40세",2014
"110","태국","여가, 위락, 개별휴가","테마파크","에버랜드/ 캐리비안베이","명동","스키장 (용평 리조트/ 피닉스 파크/ 비발디 파크)","향수, 화장품","시계","담배","한국내 공항면세점","명동","소규모상점",2121,"남자","21~30세",2014
"111","태국","여가, 위락, 개별휴가","스포츠활동","스키장 (지산/ 양지/ 베어스 타운)","에버랜드/ 캐리비안베이","명동","의류",NA,NA,"소규모상점",NA,NA,454,"여자","21~30세",2014
"112","태국","여가, 위락, 개별휴가","스포츠활동","고궁","춘천 (남이섬)","스키장 (용평 리조트/ 피닉스 파크/ 비발디 파크)","의류","식료품","인형, 장남감, 게임기","한국내 공항면세점","동대문시장","명동",1212,"남자","41~50세",2014
"113","태국","쇼핑","쇼핑","명동","스키장 (용평 리조트/ 피닉스 파크/ 비발디 파크)","춘천 (남이섬)","의류","향수, 화장품","인삼, 한약재","한국내 공항면세점","이태원시장","명동",1634,"여자","21~30세",2014
"114","태국","여가, 위락, 개별휴가","전통문화체험","고궁","남산/ N 서울타워","동대문시장","의류","향수, 화장품",NA,"시내면세점","동대문시장",NA,3030,"남자","51~60세",2014
"115","태국","여가, 위락, 개별휴가","쇼핑","고궁","남대문시장","동대문시장","의류","김치","식료품","남대문시장","동대문시장","명동",1212,"여자","51~60세",2014
"116","태국","여가, 위락, 개별휴가","쇼핑","박물관 (기념관)","고궁","명동","의류","향수, 화장품","전통민예품,  칠기,  목각제품","시내면세점","명동",NA,515,"남자","31~40세",2014
"117","태국","교육","연수, 교육, 연구","기타",NA,NA,"없다",NA,NA,"없다",NA,NA,400,"남자","31~40세",2014
"118","태국","교육","전통문화체험","남대문시장","명동",NA,"김치",NA,NA,"남대문시장","명동","할인점 (이마트, 홈플러스 등)",751,"여자","51~60세",2014
"119","태국","사업 또는 전문 활동","식도락관광","고궁","동대문시장","남산/ N 서울타워","보석/ 악세서리","식료품","전자, 전기제품","동대문시장","명동","인사동",3014,"남자","21~30세",2014
"120","태국","여가, 위락, 개별휴가","쇼핑","강남역","한옥마을 (남산)","박물관 (기념관)","식료품",NA,NA,"명동",NA,NA,970,"여자","21~30세",2014
"121","태국","여가, 위락, 개별휴가","공연, 민속행사, 축제참가 및 관람","한옥마을 (남산)","명동","동대문시장","향수, 화장품","김치",NA,"백화점","명동",NA,834,"여자","15~20세",2014
"122","태국","여가, 위락, 개별휴가","고궁/ 역사 유적지 방문","동대문시장","춘천 (남이섬)","남산/ N 서울타워","향수, 화장품","음반, DVD",NA,"동대문시장","명동",NA,3057,"여자","31~40세",2014
"123","태국","여가, 위락, 개별휴가","쇼핑","남산/ N 서울타워","춘천 (남이섬)","고궁","신발류","의류",NA,"시내면세점","동대문시장","명동",1297,"여자","15~20세",2014
"124","태국","여가, 위락, 개별휴가","쇼핑","신촌/ 홍대주변","동대문시장","명동","의류","음반, DVD",NA,"시내면세점","명동",NA,5363,"여자","21~30세",2014
"125","태국","친구, 친지 방문","쇼핑","명동","고궁","이태원","의류","주류","음반, DVD","한국내 공항면세점","백화점","명동",454,"남자","21~30세",2014
"126","태국","쇼핑","쇼핑","명동","동대문시장","고궁","의류","향수, 화장품","인형, 장남감, 게임기","한국내 공항면세점","백화점","동대문시장",1667,"여자","41~50세",2014
"127","태국","여가, 위락, 개별휴가","테마파크","동대문시장","명동","남대문시장","향수, 화장품","식료품",NA,"한국내 공항면세점","시내면세점","명동",NA,"여자","41~50세",2014
"128","태국","여가, 위락, 개별휴가","쇼핑","명동","고궁","춘천 (남이섬)","의류","향수, 화장품",NA,"시내면세점","동대문시장","명동",0,"여자","21~30세",2014
"129","태국","쇼핑","자연경관 감상","춘천 (남이섬)","박물관 (기념관)","고궁","의류","향수, 화장품","시계","한국내 공항면세점","동대문시장","명동",0,"여자","21~30세",2014
"130","태국","여가, 위락, 개별휴가","자연경관 감상","명동","춘천 (남이섬)","고궁","향수, 화장품","인삼, 한약재",NA,"한국내 공항면세점","시내면세점","명동",4545,"여자","15~20세",2014
"131","태국","뷰티, 건강 및 치료","쇼핑","춘천 (남이섬)","명동","고궁","향수, 화장품",NA,NA,"시내면세점","동대문시장","명동",0,"여자","21~30세",2014
"132","태국","여가, 위락, 개별휴가","쇼핑","고궁","춘천 (남이섬)",NA,"의류","향수, 화장품",NA,"한국내 공항면세점","백화점","동대문시장",909,"여자","21~30세",2014
"133","태국","사업 또는 전문 활동","쇼핑","명동","고궁","동대문시장","의류","음반, DVD",NA,"백화점","동대문시장",NA,0,"남자","31~40세",2014
"134","태국","쇼핑","휴양, 휴식","명동","동대문시장","춘천 (남이섬)","신발류","의류","인삼, 한약재","백화점","동대문시장","명동",1819,"남자","21~30세",2014
"135","태국","사업 또는 전문 활동","쇼핑","명동","고궁",NA,"의류","주류","담배","한국내 공항면세점","백화점","명동",1515,"남자","41~50세",2014
"136","태국","쇼핑","쇼핑","명동","동대문시장","남산/ N 서울타워","의류","향수, 화장품",NA,"한국내 공항면세점","백화점","명동",1819,"여자","31~40세",2014
"137","태국","쇼핑","쇼핑","남대문시장","명동","춘천 (남이섬)","향수, 화장품","김치","식료품","남대문시장","동대문시장","명동",3031,"남자","31~40세",2014
"138","태국","쇼핑","쇼핑","명동","고궁","춘천 (남이섬)","의류","향수, 화장품","식료품","한국내 공항면세점","백화점","명동",1909,"여자","21~30세",2014
"139","태국","여가, 위락, 개별휴가","휴양, 휴식","남산/ N 서울타워","명동","춘천 (남이섬)","향수, 화장품","인삼, 한약재","식료품","한국내 공항면세점","시내면세점","명동",1385,"여자","31~40세",2014
"140","태국","여가, 위락, 개별휴가","쇼핑","춘천 (남이섬)","명동","에버랜드/ 캐리비안베이","향수, 화장품","인삼, 한약재","식료품","시내면세점","백화점","동대문시장",0,"남자","51~60세",2014
"141","태국","여가, 위락, 개별휴가","쇼핑","고궁","남산/ N 서울타워","명동","신발류","의류","시계","백화점","동대문시장","명동",1485,"남자","21~30세",2014
"142","태국","여가, 위락, 개별휴가","쇼핑","명동","남산/ N 서울타워","춘천 (남이섬)","신발류","음반, DVD","인형, 장남감, 게임기","백화점","동대문시장","명동",0,"여자","21~30세",2014
